id,img_name,shape,center,radius,color,thickness,filled,box_corner,box_length,box_width
112,img112.png,circle,"(164, 273)",109,"(0.3058823529411765, 0.1568627450980392, 0.3058823529411765)",4,False,"(53, 162)",222,222
113,img113.png,circle,"(122, 222)",69,"(0.13725490196078433, 0.9725490196078431, 0.40784313725490196)",9,False,"(49, 149)",147,147
114,img114.png,circle,"(157, 479)",1,"(0.996078431372549, 0.8352941176470589, 0.06666666666666667)",2,False,"(155, 477)",4,4
115,img115.png,circle,"(150, 141)",69,"(0.09019607843137255, 0.7215686274509804, 0.20784313725490197)",-1,True,"(82, 73)",137,137
116,img116.png,circle,"(133, 416)",77,"(0.7568627450980392, 0.6196078431372549, 0.5098039215686274)",3,False,"(55, 338)",157,157
117,img117.png,circle,"(380, 397)",58,"(0.4117647058823529, 0.6705882352941176, 0.5411764705882353)",1,False,"(322, 339)",117,117
118,img118.png,circle,"(129, 381)",107,"(0.011764705882352941, 0.3843137254901961, 0.9176470588235294)",9,False,"(18, 270)",223,223
119,img119.png,circle,"(23, 49)",20,"(0.09803921568627451, 0.9215686274509803, 0.7137254901960784)",7,False,"(0, 26)",47,47
120,img120.png,circle,"(159, 245)",124,"(0.7490196078431373, 0.7803921568627451, 0.8627450980392157)",8,False,"(31, 117)",256,256
121,img121.png,circle,"(176, 217)",12,"(0.6, 0.5411764705882353, 0.9058823529411765)",3,False,"(163, 204)",27,27
122,img122.png,circle,"(326, 304)",119,"(0.7019607843137254, 0.03529411764705882, 0.2823529411764706)",-1,True,"(208, 186)",237,237
123,img123.png,circle,"(239, 189)",124,"(0.4235294117647059, 0.37254901960784315, 0.11372549019607843)",9,False,"(111, 61)",257,257
124,img124.png,circle,"(80, 342)",40,"(0.4549019607843137, 0.07058823529411765, 0.26666666666666666)",-1,True,"(41, 303)",79,79
125,img125.png,circle,"(257, 444)",12,"(0.13333333333333333, 0.7843137254901961, 0.47058823529411764)",-1,True,"(246, 433)",23,23
126,img126.png,circle,"(230, 127)",30,"(0.12549019607843137, 0.3137254901960784, 0.17254901960784313)",8,False,"(196, 93)",68,68
127,img127.png,circle,"(132, 106)",52,"(0.5686274509803921, 0.5607843137254902, 0.5725490196078431)",9,False,"(76, 50)",113,113
128,img128.png,circle,"(52, 465)",36,"(0.23921568627450981, 0.9607843137254902, 0.8941176470588236)",8,False,"(12, 425)",80,80
129,img129.png,circle,"(341, 132)",98,"(0.9176470588235294, 0.023529411764705882, 0.3411764705882353)",3,False,"(242, 33)",199,199
130,img130.png,circle,"(261, 314)",37,"(0.33725490196078434, 0.4549019607843137, 0.01568627450980392)",-1,True,"(225, 278)",73,73
131,img131.png,circle,"(52, 101)",6,"(0.5215686274509804, 0.5803921568627451, 0.10980392156862745)",6,False,"(43, 92)",18,18
132,img132.png,circle,"(467, 254)",18,"(0.396078431372549, 0.807843137254902, 0.21176470588235294)",9,False,"(445, 232)",45,45
133,img133.png,circle,"(90, 412)",43,"(0.8509803921568627, 0.13333333333333333, 0.7294117647058823)",9,False,"(43, 365)",95,95
134,img134.png,circle,"(366, 192)",93,"(0.058823529411764705, 0.9333333333333333, 0.25098039215686274)",0,False,"(273, 99)",186,186
135,img135.png,circle,"(359, 203)",119,"(0.21176470588235294, 0.5372549019607843, 0.5882352941176471)",10,False,"(235, 79)",248,248
136,img136.png,circle,"(14, 347)",0,"(0.8196078431372549, 0.996078431372549, 0.8470588235294118)",0,False,"(14, 347)",0,0
137,img137.png,circle,"(205, 424)",83,"(0.2196078431372549, 0.7568627450980392, 0.3803921568627451)",7,False,"(119, 338)",173,173
138,img138.png,circle,"(326, 373)",52,"(0.17647058823529413, 0.17647058823529413, 0.2980392156862745)",1,False,"(274, 321)",105,105
139,img139.png,circle,"(376, 419)",56,"(0.5529411764705883, 0.11764705882352941, 0.8588235294117647)",0,False,"(320, 363)",112,112
140,img140.png,circle,"(256, 90)",64,"(0.3803921568627451, 0.5725490196078431, 0.6352941176470588)",2,False,"(191, 25)",130,130
141,img141.png,circle,"(338, 311)",124,"(0.9019607843137255, 0.0784313725490196, 0.49019607843137253)",7,False,"(211, 184)",255,255
142,img142.png,circle,"(100, 391)",63,"(0.3803921568627451, 0.9764705882352941, 0.4666666666666667)",1,False,"(37, 328)",127,127
143,img143.png,circle,"(136, 97)",71,"(0.3764705882352941, 0.5725490196078431, 0.6901960784313725)",10,False,"(60, 21)",152,152
144,img144.png,circle,"(340, 281)",124,"(0.9725490196078431, 0.28627450980392155, 0.6039215686274509)",6,False,"(213, 154)",254,254
145,img145.png,circle,"(277, 179)",101,"(0.6470588235294118, 0.6078431372549019, 0.16470588235294117)",10,False,"(171, 73)",212,212
146,img146.png,circle,"(420, 318)",30,"(0.10588235294117647, 0.4823529411764706, 0.36470588235294116)",4,False,"(388, 286)",64,64
147,img147.png,circle,"(158, 329)",121,"(0.3843137254901961, 0.1450980392156863, 0.7764705882352941)",5,False,"(35, 206)",247,247
148,img148.png,circle,"(133, 344)",5,"(0.6901960784313725, 0.5529411764705883, 0.9137254901960784)",1,False,"(128, 339)",11,11
149,img149.png,circle,"(200, 115)",17,"(0.4117647058823529, 0.6549019607843137, 0.4588235294117647)",0,False,"(183, 98)",34,34
150,img150.png,circle,"(177, 398)",92,"(0.6470588235294118, 0.38823529411764707, 0.792156862745098)",3,False,"(84, 305)",187,187
151,img151.png,circle,"(377, 379)",116,"(0.5843137254901961, 0.01568627450980392, 0.5529411764705883)",10,False,"(256, 258)",242,242
152,img152.png,circle,"(388, 452)",48,"(0.19607843137254902, 0.8274509803921568, 0.6313725490196078)",6,False,"(337, 401)",102,102
153,img153.png,circle,"(295, 364)",103,"(0.4549019607843137, 0.7803921568627451, 0.5764705882352941)",5,False,"(190, 259)",211,211
154,img154.png,circle,"(138, 93)",72,"(0.5529411764705883, 0.8980392156862745, 0.9254901960784314)",7,False,"(63, 18)",151,151
155,img155.png,circle,"(293, 282)",75,"(0.6705882352941176, 0.5607843137254902, 0.8509803921568627)",3,False,"(217, 206)",153,153
156,img156.png,circle,"(91, 153)",58,"(0.6352941176470588, 0.7490196078431373, 0.9450980392156862)",1,False,"(33, 95)",117,117
157,img157.png,circle,"(198, 340)",94,"(0.19215686274509805, 0.5333333333333333, 0.796078431372549)",1,False,"(104, 246)",189,189
158,img158.png,circle,"(203, 410)",7,"(0.807843137254902, 0.4588235294117647, 0.18823529411764706)",8,False,"(192, 399)",22,22
159,img159.png,circle,"(226, 374)",99,"(0.10196078431372549, 0.3058823529411765, 0.9137254901960784)",5,False,"(125, 273)",203,203
160,img160.png,circle,"(217, 270)",98,"(0.8470588235294118, 0.03137254901960784, 0.7098039215686275)",7,False,"(116, 169)",203,203
161,img161.png,circle,"(177, 223)",76,"(0.7725490196078432, 0.25882352941176473, 0.17254901960784313)",8,False,"(97, 143)",160,160
162,img162.png,circle,"(217, 348)",5,"(0.44313725490196076, 0.1411764705882353, 0.9803921568627451)",4,False,"(210, 341)",14,14
163,img163.png,circle,"(153, 290)",109,"(0.615686274509804, 0.5490196078431373, 0.8156862745098039)",7,False,"(41, 178)",225,225
164,img164.png,circle,"(247, 129)",118,"(0.2, 0.8666666666666667, 0.7647058823529411)",3,False,"(128, 10)",239,239
165,img165.png,circle,"(180, 462)",11,"(0.2784313725490196, 0.6549019607843137, 0.4)",3,False,"(168, 450)",25,25
166,img166.png,circle,"(198, 237)",43,"(0.8901960784313725, 0.7333333333333333, 0.4745098039215686)",9,False,"(151, 190)",95,95
167,img167.png,circle,"(85, 81)",33,"(0.8549019607843137, 0.9372549019607843, 0.4745098039215686)",10,False,"(47, 43)",76,76
168,img168.png,circle,"(186, 116)",43,"(1.0, 0.792156862745098, 0.33725490196078434)",10,False,"(138, 68)",96,96
169,img169.png,circle,"(190, 442)",70,"(0.43529411764705883, 0.4470588235294118, 0.43137254901960786)",8,False,"(116, 368)",148,148
170,img170.png,circle,"(228, 435)",68,"(0.7254901960784313, 0.8549019607843137, 0.16862745098039217)",6,False,"(157, 364)",142,142
171,img171.png,circle,"(125, 56)",7,"(0.35294117647058826, 0.23529411764705882, 0.3686274509803922)",4,False,"(116, 47)",18,18
172,img172.png,circle,"(182, 414)",42,"(0.11764705882352941, 0.18823529411764706, 0.8509803921568627)",1,False,"(140, 372)",85,85
173,img173.png,circle,"(419, 318)",71,"(0.8666666666666667, 0.41568627450980394, 0.5176470588235295)",-1,True,"(349, 248)",141,141
174,img174.png,circle,"(181, 304)",96,"(0.9647058823529412, 0.8745098039215686, 0.1843137254901961)",1,False,"(85, 208)",193,193
175,img175.png,circle,"(199, 121)",21,"(0.9686274509803922, 0.00784313725490196, 0.36470588235294116)",7,False,"(175, 97)",49,49
176,img176.png,circle,"(123, 442)",53,"(0.43529411764705883, 0.40784313725490196, 0.47843137254901963)",3,False,"(69, 388)",109,109
177,img177.png,circle,"(446, 106)",51,"(0.24705882352941178, 0.8862745098039215, 0.00392156862745098)",5,False,"(393, 53)",107,107
178,img178.png,circle,"(109, 217)",45,"(0.9215686274509803, 0.6509803921568628, 0.7529411764705882)",1,False,"(64, 172)",91,91
179,img179.png,circle,"(232, 290)",72,"(0.8196078431372549, 0.8980392156862745, 0.0784313725490196)",2,False,"(159, 217)",146,146
180,img180.png,circle,"(384, 162)",85,"(0.0, 0.9686274509803922, 0.4745098039215686)",6,False,"(296, 74)",176,176
181,img181.png,circle,"(415, 147)",8,"(0.43529411764705883, 0.4117647058823529, 0.611764705882353)",9,False,"(403, 135)",25,25
182,img182.png,circle,"(315, 174)",21,"(0.15294117647058825, 0.0196078431372549, 0.8392156862745098)",7,False,"(291, 150)",49,49
183,img183.png,circle,"(316, 311)",121,"(0.6274509803921569, 0.7333333333333333, 0.9411764705882353)",7,False,"(192, 187)",249,249
184,img184.png,circle,"(475, 122)",20,"(0.8509803921568627, 0.29411764705882354, 0.9764705882352941)",1,False,"(455, 102)",41,41
185,img185.png,circle,"(184, 399)",15,"(0.9921568627450981, 0.043137254901960784, 0.7019607843137254)",5,False,"(167, 382)",35,35
186,img186.png,circle,"(476, 185)",36,"(0.3568627450980392, 0.023529411764705882, 0.15294117647058825)",7,False,"(437, 146)",79,79
187,img187.png,circle,"(183, 396)",89,"(0.011764705882352941, 0.7764705882352941, 0.47843137254901963)",5,False,"(92, 305)",183,183
188,img188.png,circle,"(358, 397)",81,"(0.5411764705882353, 0.11372549019607843, 0.49411764705882355)",10,False,"(272, 311)",172,172
189,img189.png,circle,"(149, 287)",107,"(0.39215686274509803, 0.8196078431372549, 0.35294117647058826)",0,False,"(42, 180)",214,214
190,img190.png,circle,"(423, 234)",12,"(0.3137254901960784, 0.9686274509803922, 0.6196078431372549)",3,False,"(410, 221)",27,27
191,img191.png,circle,"(314, 197)",71,"(0.8784313725490196, 0.050980392156862744, 0.0784313725490196)",9,False,"(239, 122)",151,151
192,img192.png,circle,"(92, 237)",87,"(0.03529411764705882, 0.7843137254901961, 0.36470588235294116)",9,False,"(1, 146)",183,183
193,img193.png,circle,"(418, 314)",68,"(0.41568627450980394, 0.792156862745098, 0.1607843137254902)",0,False,"(350, 246)",136,136
194,img194.png,circle,"(212, 142)",84,"(0.3803921568627451, 0.5803921568627451, 0.6823529411764706)",8,False,"(124, 54)",176,176
195,img195.png,circle,"(115, 197)",101,"(0.3568627450980392, 0.45098039215686275, 0.9137254901960784)",3,False,"(13, 95)",205,205
196,img196.png,circle,"(473, 146)",33,"(0.996078431372549, 0.3607843137254902, 0.9176470588235294)",9,False,"(436, 109)",75,75
197,img197.png,circle,"(389, 229)",111,"(0.8549019607843137, 0.4745098039215686, 0.5019607843137255)",5,False,"(276, 116)",227,227
198,img198.png,circle,"(232, 182)",82,"(0.09803921568627451, 0.7568627450980392, 0.9294117647058824)",10,False,"(145, 95)",174,174
199,img199.png,circle,"(169, 191)",56,"(0.7411764705882353, 0.7607843137254902, 0.47843137254901963)",1,False,"(113, 135)",113,113
200,img200.png,circle,"(167, 358)",116,"(0.5098039215686274, 0.043137254901960784, 0.25098039215686274)",9,False,"(47, 238)",241,241
201,img201.png,circle,"(206, 273)",11,"(0.9568627450980393, 0.17647058823529413, 0.5568627450980392)",2,False,"(194, 261)",24,24
202,img202.png,circle,"(413, 455)",8,"(0.592156862745098, 0.7254901960784313, 0.29411764705882354)",1,False,"(405, 447)",17,17
203,img203.png,circle,"(339, 469)",24,"(0.7529411764705882, 0.6392156862745098, 0.7490196078431373)",8,False,"(311, 441)",56,56
204,img204.png,circle,"(289, 146)",120,"(0.12156862745098039, 0.09019607843137255, 0.17647058823529413)",9,False,"(165, 22)",249,249
205,img205.png,circle,"(386, 183)",59,"(0.1803921568627451, 0.4823529411764706, 0.9058823529411765)",5,False,"(325, 122)",123,123
